text,intent
che localiza informe.txt,buscarArchivo
haceme el favor de transforma reporte.txt en un pdf,archivoAaPDF
CUANDO PUEDAS QUITAR EL ARCHIVO REPORTE.DOCX,eliminARchivo
eh reemplaza mundo por nuevo resumen en notas.txt,reemplazar
seria bueno si quiero sacar viejo.txt,eliminARchivo
porfa inserta informacion actualizada antes de hola en notas.txt,modificaDondeDice
eh cambia mundo por planeta dentro de reporte.txt,reemplazar
dale pone adios donde dice dato dentro de plan.txt,modificaDondeDice
che traslada reportes/ hacia respaldo/,movdic
cuando puedas pone calculo donde dice resumen dentro de notas.txt,modificaDondeDice
eh hace una copia de proyectos/ dentro de archivos/,dupdic
necesito  hace  una  copia  de  datos.csv  en  backup/,copiar
necesito saca log.txt,eliminARchivo
cuando puedas extrae el texto de documento.pdf,leerPDF
dale mostrame lo que dice reporte.pdf,leerPDF
che mober notas.txt a docs/,mover
quiero cambia la palabra dato por chau en plan.txt,reemplazar
necesito move reporte.docx al directorio docs/,mover
porfa cambia la palabra hola por planeta en plan.txt,reemplazar
dale traslada reportes/ hacia archivos/,movdic
che inserta informacion actualizada antes de total en plan.txt,modificaDondeDice
dale encontrar el archvo llamado informe.txt,buscarArchivo
eh ver el archivo reporte.txt,leerArchivo
cuando puedas agrega nuevo resumen donde diga hola en plan.txt,modificaDondeDice
cuando puedas borra lo que diga total en notas.txt,sacarLoQueDice
haceme el favor de extrae el texto de documento.pdf,leerPDF
POR FAVOR MOSTRAR TODOS LOS ARCHIVOS .PDF EN PROYECTOS/,listarTipo
porfa buscar todos los archivos .csv en backup/,listarTipo
dale localiza la carpeta imagenes,buscarCarpeta
dale reubicar la carpeta imagenes/ a archvos/,movdic
quiero cambia mundo por nuevo dato dentro de reporte.txt,reemplazar
porfa borrar el archivo basura.pdff,eliminARchivo
porfa ver todos los archivos .csv en docs/,listarTipo
haceme el favor de respaldar la carpeta reportes/ en backup/,dupdic
che hace una copia de reportes/ dentro de archibos/,dupdic
quiero  cambia  hola  por  nuevo  dato  dentro  de  notas.txt,reemplazar
dale reubicar la carpeta imagenes/ a backup/,movdic
dale agrega nuevo resumen donde diga hola en reporte.txt,modificaDondeDice
seria bueno si encontra documentos,buscarCarpeta
seria bueno si buscar el archivo llamado plan.pdf,buscarArchivo
duplica informe.docx dentro de seguridad/,copiar
cuando puedas localiza la carpeta proyectos,buscarCarpeta
HACEME EL FAVOR DE TRASLADA PROYECTOS/ HACIA BACKUP/,movdic
eh elimina la palabra hola de notas.txt,sacarLoQueDice
NECESITO SUSTITUI DATO CON NUEVO DATO EN NOTAS.TXT,reemplazar
haceme el favor de quiero leer reporte.txt,leerArchivo
eh hace una copia de imagenes/ dentro de respaldo/,dupdic
duplicar datos.csv a seguridad/,copiar
quiero converti informe.pdf en texto plano,PDFaTexto
eh duplica reportes/ a archivos/,dupdic
che buscar reporte.docx en todo el disco,buscarArchivo
eh reemplaza mundo por chau en reporte.txt,reemplazar
che lista los archivos .txt dentro de proyectos/,listarTipo
pasa plan.txt dentro de proyectos/,mover
dale ver todos los archivos .pdf en backup/,listarTipo
quiero leer notas.txt,leerArchivo
EH QUIERO BORRAR VIEJO.TXT,eliminARchivo
podes localizar la carpeta imagenes,buscarCarpeta
CUANDO PUEDAS ABRIR REPORTE.TXT,leerArchivo
por favor cambia resumen por chau dentro de plan.txt,reemplazar
cuando puedas move plan.txt al directorio docs/,mover
dale traslada imagenes/ hacia backup/,movdic
cuando puedas agrega informacion actualizada donde diga dato en plan.txt,modificaDondeDice
cuando puedas mostrame los .txt que haya en backup/,listarTipo
dale escribi calculo despues de hola en reporte.txt,modificaDondeDice
eh duplicar la carpeta proyectos/ en archivos/,dupdic
por favor quiero borrar reporte.docx,eliminARchivo
necesito move plan.txt al directorio backup/,mover
necesito buscar todos los archivos .csv en backup/,listarTipo
dale mostrame lo que dice informe.pdf,leerPDF
por favor hace un pdf con reporte.txt,archivoAaPDF
porfa encontrar documentos en todo el disco,buscarCarpeta
encontrar la carpeta imagenes,buscarCarpeta
por favor hace texto de informe.pdf,PDFaTexto
eh mostrame los .txt que haya en backup/,listarTipo
cuando puedas ver el archivo reporte.txt,leerArchivo
dale  quiero  borrar  viejo.txt,eliminARchivo
haceme el favor de traslada plan.txt hacia proyectos/,mover
localizar el archivo llamado informe.txt,buscarArchivo
che cambia el nombre de notas.txt a notas_nuevo.txt,renombrar
podes respaldar datos.csv a backup/,copiar
che abri informe.txt,leerArchivo
quiero traslada plan.txt hacia backup/,mover
necesito renombra plan.txt a notas_nuevo.txt,renombrar
cuando puedas ponele plan_2025.txt a notas.txt,renombrar
necesito mostrame el contenido de reporte.txt,leerArchivo
necesito borra lo que diga dato en reporte.txt,sacarLoQueDice
eh ver el contenido de documento.pdff,leerPDF
necesito pasa plan.txt a docs/,copiar
CHE EXTRAE EL TEXTO DE REPORTE.PDF,leerPDF
dale localizar plan.pfd en todo el disco,buscarArchivo
quiero sustitui mundo con planeta en reporte.txt,reemplazar
seria bueno si listar todos los archivos .csv en proyectos/,listarTipo
por favor listar todos los archivos .pdf en proyectos/,listarTipo
seria bueno si localiza reporte.docx,buscarArchivo
dale localiza informe.txt,buscarArchivo
quiero reubicar la carpeta reportes/ a respaldo/,movdic
CHE ELIMINA LA PALABRA RESUMEN DE REPORTE.TXT,sacarLoQueDice
SERIA BUENO SI ABRI INFORME.TXT,leerArchivo
che duplicar la carpeta reportes/ en backup/,dupdic
por favor renombrar datos.csv por reporte_final.docx,renombrar
mostrar el archivo notas.txt,leerArchivo
dale leer el contenido de documento.pdf,leerPDF
che encontra el archivo plan.pdf,buscarArchivo
che inserta informacion actualizada antes de total en reporte.txt,modificaDondeDice
che eliminar el archivo reporte.docx,eliminARchivo
respaldar la carpeta reportes/ en backup/,dupdic
seria bueno si localiza la carpeta imagenes,buscarCarpeta
seria bueno si mostrame lo que dice informe.pdf,leerPDF
necesito cambia mundo por nuevo resumen dentro de reporte.txt,reemplazar
haceme el favor de hace una copia de reportes/ dentro de archivos/,dupdic
eh saca reporte.docx,eliminARchivo
por favor hace texto de informe.pdf,PDFaTexto
necesito traslada plan.txt hacia proyectos/,mover
ponele notas_nuevo.txt a reporte.docx,renombrar
seria bueno si renombrar notas.txt por dataset.csv,renombrar
deja reporte.docx con el nombre dataset.csv,renombrar
por favor mostrame lo que dice informe.pdf,leerPDF
quiero duplica datos.csv dentro de seguridad/,copiar
dale lista los archivos .csv dentro de docs/,listarTipo
por favor abri notas.txt,leerArchivo
necesito quiero armar reporte.docx,crea
podes localiza la carpeta proyectos,buscarCarpeta
necesito hace texto de reporte.pdf,PDFaTexto
porfa hace texto de informe.pdf,PDFaTexto
dale pasa plan.txt a seguridad/,copiar
quiero extrae el texto de reporte.pdf,leerPDF
elimina la palabra total de notas.txt,sacarLoQueDice
cuando puedas hace un pdf con texto.txt,archivoAaPDF
por favor encontra el archivo reporte.docx,buscarArchivo
seria bueno si localiza la carpeta documentos,buscarCarpeta
QUIERO INSERTA ADIOS ANTES DE DATO EN REPORTE.TXT,modificaDondeDice
por favor lista los archivos .pdf dentro de backup/,listarTipo
NECESITO CONVERTI DOCUMENTO.PDF EN TEXTO PLANO,PDFaTexto
porfa reemplaza dato por planeta en plan.txt,reemplazar
necesito extrae el texto de informe.pdf,leerPDF
cuando puedas duplica datos.csv dentro de docs/,copiar
cuando puedas mostrame los .txt que haya en proyectos/,listarTipo
mostrame lo que dice reporte.pdf,leerPDF
necesito  hace  texto  de  reporte.pdf,PDFaTexto
haceme el favor de verificar informe.txt en todo el disco,buscarArchivo
seria bueno si borra lo que diga total en notas.txt,sacarLoQueDice
podes pasa informe.docx a seguridad/,copiar
PORFA BORRAR EL ARCHIVO VIEJO.TXT,eliminARchivo
seria bueno si abrir informe.txt,leerArchivo
move reportes/ dentro de respaldo/,movdic
porfa eliminar log.txt,eliminARchivo
porfa  trasladar  la  carpeta  imagenes/  a  backup/,movdic
haceme el favor de duplica imagenes/ a archvos/,dupdic
cuando puedas trasladar la carpeta imagenes/ a respaldo/,movdic
quiero agrega adios donde diga dato en notas.txt,modificaDondeDice
haceme el favor de saca todo lo que diga hola en notas.txt,sacarLoQueDice
che move reportes/ dentro de respaldo/,movdic
quiero mostrame los .pdf que haya en proyectos/,listarTipo
eh saca reporte.docx,eliminARchivo
cuando  puedas  duplica  reportes/  a  respaldo/,dupdic
haceme el favor de converti informe.pdf en texto plano,PDFaTexto
seria bueno si lista los archivos .pdf dentro de docs/,listarTipo
haceme el favor de agrega calculo donde diga dato en notas.txt,modificaDondeDice
necesito mostrame lo que dice reporte.pdf,leerPDF
che abri informe.txt,leerArchivo
podes pasa datos.csv a seguridad/,copiar
porfa lista los archivos .txt dentro de docs/,listarTipo
porfa mostrar notas.txt,leerArchivo
porfa mostrame lo que dice documento.pdf,leerPDF
haceme  el  favor  de  traslada  reportes/  hacia  respaldo/,movdic
seria bueno si lista los archivos .csv dentro de docs/,listarTipo
dale localizar documentos en todo el disco,buscarCarpeta
eh mostrame el contenido de reporte.txt,leerArchivo
necesito borra log.txt que ya no sirve,eliminARchivo
porfa escribi adios despues de total en notas.txt,modificaDondeDice
quiero traslada proyectos/ hacia respaldo/,movdic
seria bueno si deja plan.txt con el nombre notas_nuevo.txt,renombrar
cuando puedas respaldar la carpeta proyectos/ en archivos/,dupdic
porfa pasa reporte.txt a pdf,archivoAaPDF
podes mostrar el contenido de reporte.pdf,leerPDF
porfa pasa informe.pfd a txt,PDFaTexto
eh duplica imagenes/ a respaldo/,dupdic
eh  necesito  hacer  un  nuevo  archivo  reporte.docx,crea
haceme el favor de duplica datos.csv dentro de docs/,copiar
podes escribir un archivo llamado diario.txt,crea
seria bueno si duplica reportes/ a archivos/,dupdic
quiero escribi nuevo resumen despues de hola en plan.txt,modificaDondeDice
cuando puedas hace una copia de informe.docx en docs/,copiar
quiero escribi calculo despues de dato en reporte.txt,modificaDondeDice
por favor localiza reporte.docx,buscarArchivo
porfa move reportes/ dentro de archivos/,movdic
dale inserta nuevo resumen antes de total en notas.txt,modificaDondeDice
cuando puedas duplica datos.csv dentro de docs/,copiar
che cambia el nombre de datos.csv a plan_2025.txt,renombrar
porfa mostrame lo que dice documento.pfd,leerPDF
dale  crea  nuevo.txt,crea
necesito encontra documentos,buscarCarpeta
por favor sustitui resumen con chau en plan.txt,reemplazar
seria bueno si encontrar imagenes en todo el disco,buscarCarpeta
cuando puedas duplica proyectos/ a backup/,dupdic
quiero leer informe.txt,leerArchivo
localiza la carpeta imagenes,buscarCarpeta
dale hace un pdf con informe.txt,archivoAaPDF
podes copiar la carpeta imagenes/ en respaldo/,dupdic
por favor abrir notas.txt,leerArchivo
borra lo que diga resumen en reporte.txt,sacarLoQueDice
cuando puedas podes armar un archivo diario.txt,crea
porfa traslada reporte.docx hacia proyectos/,mover
che mostrame los .txt que haya en backup/,listarTipo
por favor escribi adios despues de dato en reporte.txt,modificaDondeDice
che pasa reporte.docx dentro de docs/,mover
necesito mostrar el archivo reporte.txt,leerArchivo
che  borra  lo  que  diga  dato  en  plan.txt,sacarLoQueDice
por favor hace una copia de proyectos/ dentro de backup/,dupdic
traslada proyectos/ hacia backup/,movdic
dale pone nuevo resumen donde dice total dentro de plan.txt,modificaDondeDice
eh encontra documentos,buscarCarpeta
seria bueno si transforma informe.txt en un pdf,archivoAaPDF
dale elimina la palabra dato de notas.txt,sacarLoQueDice
haceme el favor de necesito crear un nuevo archivo diario.txt,crea
buscar la carpeta imagenes,buscarCarpeta
seria bueno si transforma informe.txt en un pdf,archivoAaPDF
che hace una copia de plan.txt en backup/,copiar
haceme el favor de clonar informe.docx a docs/,copiar
cuando puedas agrega informacion actualizada donde diga dato en reporte.txt,modificaDondeDice
haceme el favor de traslada proyectos/ hacia respaldo/,movdic
podes localiza la carpeta documentos,buscarCarpeta
necesito encontra el archivo reporte.docx,buscarArchivo
podes encontra el archivo plan.pdf,buscarArchivo
che localiza reporte.docx,buscarArchivo
por favor duplica reportes/ a respaldo/,dupdic
cuando puedas consultar el archivo notas.txt,leerArchivo
porfa extrae el texto de informe.pdf,leerPDF
haceme el favor de clonar la carpeta proyectos/ en archivos/,dupdic
porfa consultar notas.txt,leerArchivo
dale move proyectos/ dentro de archivos/,movdic
podes traslada proyectos/ hacia respaldo/,movdic
HACEME EL FAVOR DE ESCRIBI NUEVO RESUMEN DESPUES DE DATO EN NOTAS.TXT,modificaDondeDice
necesito abri notas.txt,leerArchivo
haceme el favor de move reportes/ dentro de archivos/,movdic
necesito deja notas.txt con el nombre plan_2025.txt,renombrar
che mostrar el archivo notas.txt,leerArchivo
dale hace una copia de proyectos/ dentro de respaldo/,dupdic
che crea diario.txt,crea
borra lo que diga dato en notas.txt,sacarLoQueDice
por favor escribir un archivo llamado nuevo.txt,crea
dale pone informacion actualizada donde dice total dentro de plan.txt,modificaDondeDice
porfa pasa informe.docx a backup/,copiar
porfa inserta nuevo resumen antes de total en notas.txt,modificaDondeDice
eh buscar la carpeta imagenes,buscarCarpeta
localiza la carpeta documentos,buscarCarpeta
encontra imagenes,buscarCarpeta
haceme el favor de extrae el texto de reporte.pdf,PDFaTexto
che borra reporte.docx que ya no sirve,eliminARchivo
por favor duplica informe.docx dentro de docs/,copiar
necesito cambia el nombre de reporte.docx a plan_2025.txt,renombrar
porfa sustitui resumen con planeta en reporte.txt,reemplazar
cuando puedas mostrame lo que dice documento.pdf,leerPDF
SERIA BUENO SI ELIMINA LA PALABRA TOTAL DE REPORTE.TXT,sacarLoQueDice
SERIA BUENO SI DEJA NOTAS.TXT CON EL NOMBRE PLAN_2025.TXT,renombrar
por favor mover la carpeta proyectos/ a backup/,movdic
sacar el archivo viejo.txt,eliminARchivo
hace texto de documento.pdff,PDFaTexto
necesito buscar imagenes en todo el disco,buscarCarpeta
seria bueno si genera el archivo nuevo.txt,crea
quiero pasa reporte.docx dentro de backup/,mover
eh localizar documentos en todo el disco,buscarCarpeta
dale renombra plan.txt a reporte_final.docx,renombrar
porfa quiero eliminar reporte.docx,eliminARchivo
haceme el favor de saca todo lo que diga resumen en notas.txt,sacarLoQueDice
dale extrae el texto de documento.pdff,leerPDF
pasa informe.docx a docs/,copiar
porfa pasa plan.txt a docs/,copiar
seria bueno si traslada reportes/ hacia respaldo/,movdic
porfa saca todo lo que diga hola en plan.txt,sacarLoQueDice
haceme el favor de escribi nuevo resumen despues de dato en notas.txt,modificaDondeDice
quiero duplica plan.txt dentro de seguridad/,copiar
seria  bueno  si  extrae  el  texto  de  reporte.pdf,leerPDF
cuando puedas cambia la palabra mundo por chau en plan.txt,reemplazar
seria bueno si agrega informacion actualizada donde diga resumen en notas.txt,modificaDondeDice
quiero escribir un archivo llamado diario.txt,crea
necesito transformar reporte.pdf a texto,PDFaTexto
eh traslada imagenes/ hacia respaldo/,movdic
eh duplica imagenes/ a archivos/,dupdic
porfa renombrar plan.txt por reporte_final.docx,renombrar
eh eliminar el archivo reporte.docx,eliminARchivo
dale move imagenes/ dentro de archivos/,movdic
porfa saca todo lo que diga total en reporte.txt,sacarLoQueDice
porfa listar todos los archivos .pdf en docs/,listarTipo
porfa duplica proyectos/ a respaldo/,dupdic
necesito mover la carpeta imagenes/ a archvos/,movdic
NECESITO VER EL ARCHIVO INFORME.TXT,leerArchivo
dale traslada notas.txt hacia docs/,mover
podes armar un archivo llamado reporte.docx,crea
cuando puedas hace una copia de datos.csv en docs/,copiar
porfa pasa reporte.pdf a txt,PDFaTexto
necesito escribir un nuevo archivo reporte.docx,crea
dale encontra documentos,buscarCarpeta
seria bueno si renombra datos.csv a dataset.csv,renombrar
por favor lista los archivos .pfd dentro de proyectos/,listarTipo
dale pone nuevo resumen donde dice total dentro de notas.txt,modificaDondeDice
cuando puedas hace una copia de datos.csv en backup/,copiar
cuando puedas move notas.txt al directorio docs/,mover
seria bueno si borra basura.pdf que ya no sirve,eliminARchivo
che hace una copia de proyectos/ dentro de archivos/,dupdic
trasladar la carpeta proyectos/ a backup/,movdic
